country,year,iso_code,population,gdp,primary_energy_consumption,electricity_generation,electricity_demand,renewables_share_energy,renewables_share_elec,fossil_share_energy,fossil_share_elec,low_carbon_share_energy,low_carbon_share_elec,solar_electricity,wind_electricity,hydro_electricity,nuclear_electricity,coal_electricity,gas_electricity,oil_electricity,biofuel_electricity,other_renewable_electricity,solar_share_elec,wind_share_elec,hydro_share_elec,nuclear_share_elec,coal_share_elec,gas_share_elec,energy_per_capita,renewables_energy_per_capita,fossil_energy_per_capita,renewables_cons_change_twh
Tajikistan,2005,TJK,6924722.0,16469329106.0,37.103,17.09,17.34,,99.298,,0.702,,99.298,0.0,0.0,16.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,99.298,0.0,0.0,0.702,5358.023,,,
Tajikistan,2006,TJK,7057566.0,17531184155.0,36.477,16.93,17.54,,98.641,,1.359,,98.641,0.0,0.0,16.7,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,98.641,0.0,0.0,1.359,5168.557,,,
Tajikistan,2007,TJK,7194479.0,18731098417.0,32.009,17.49,17.59,,97.827,,2.173,,97.827,0.0,0.0,17.11,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,97.827,0.0,0.0,2.173,4449.12,,,
Tajikistan,2008,TJK,7338402.0,20202934540.0,29.399,16.15,17.03,,97.833,,2.167,,97.833,0.0,0.0,15.8,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,97.833,0.0,0.0,2.167,4006.238,,,
Tajikistan,2009,TJK,7490232.0,20969201626.0,26.228,16.12,16.18,,98.635,,1.365,,98.635,0.0,0.0,15.9,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,98.635,0.0,0.0,1.365,3501.677,,,
Tajikistan,2010,TJK,7652144.0,22275913223.0,27.175,16.44,16.59,,99.757,,0.243,,99.757,0.0,0.0,16.4,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,99.757,0.0,0.0,0.243,3551.285,,,
Tajikistan,2011,TJK,7824788.0,23719353153.0,27.019,16.24,16.21,,99.754,,0.246,,99.754,0.0,0.0,16.2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,99.754,0.0,0.0,0.246,3452.973,,,
Tajikistan,2012,TJK,8014087.0,25498307279.0,29.919,16.97,16.31,,99.588,,0.412,,99.588,0.0,0.0,16.9,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,99.588,0.0,0.0,0.412,3733.26,,,
Tajikistan,2013,TJK,8216733.0,27385180748.0,31.646,17.11,16.17,,99.766,,0.234,,99.766,0.0,0.0,17.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,99.766,0.0,0.234,0.0,3851.428,,,
Tajikistan,2014,TJK,8425559.0,29219994834.0,35.016,16.16,14.87,,99.01,,0.99,,99.01,0.0,0.0,16.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.01,0.0,0.99,0.0,4155.931,,,
Tajikistan,2015,TJK,8643839.0,30973186706.0,34.281,17.16,15.82,,99.068,,0.932,,99.068,0.0,0.0,17.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.068,0.0,0.932,0.0,3965.986,,,
Tajikistan,2016,TJK,8865623.0,33110336724.0,37.188,17.24,15.91,,96.462,,3.538,,96.462,0.0,0.0,16.63,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,96.462,0.0,3.538,0.0,4194.635,,,
Tajikistan,2017,TJK,9085942.0,35461181351.0,37.748,18.11,16.8,,94.589,,5.411,,94.589,0.0,0.0,17.13,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,94.589,0.0,5.411,0.0,4154.551,,,
Tajikistan,2018,TJK,9307345.0,38156222428.0,40.658,19.74,17.35,,93.161,,6.839,,93.161,0.0,0.0,18.39,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,93.161,0.0,6.839,0.0,4368.406,,,
Tajikistan,2019,TJK,9529970.0,40979787244.0,44.148,20.96,18.07,,91.46,,8.54,,91.46,0.0,0.0,19.17,0.0,1.48,0.31,0.0,0.0,0.0,0.0,0.0,91.46,0.0,7.061,1.479,4632.589,,,
Tajikistan,2020,TJK,9749312.0,42778793597.0,46.341,20.1,18.61,,90.1,,9.9,,90.1,0.0,0.0,18.11,0.0,1.66,0.33,0.0,0.0,0.0,0.0,0.0,90.1,0.0,8.259,1.642,4753.297,,,
Tajikistan,2021,TJK,9966912.0,46800009054.0,46.508,20.72,18.3,,90.058,,9.942,,90.058,0.0,0.0,18.66,0.0,1.75,0.31,0.0,0.0,0.0,0.0,0.0,90.058,0.0,8.446,1.496,4666.234,,,
Tajikistan,2022,TJK,10182228.0,50544013546.0,49.126,21.49,18.94,,92.694,,7.306,,92.694,0.0,0.0,19.92,0.0,1.28,0.29,0.0,0.0,0.0,0.0,0.0,92.694,0.0,5.956,1.349,4824.712,,,
Tajikistan,2023,TJK,10389807.0,,49.302,21.23,18.71,,94.206,,5.794,,94.206,0.0,0.0,20.0,0.0,1.01,0.22,0.0,0.0,0.0,0.0,0.0,94.206,0.0,4.757,1.036,4745.263,,,
Tajikistan,2024,TJK,10590930.0,,,22.2,19.6,,94.595,,5.405,,94.595,0.0,0.0,21.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,94.595,0.0,4.505,0.901,,,,
Tajikistan,2025,TJK,10786738.0,,,24.67,19.47,,94.366,,5.634,,94.366,0.0,0.0,23.28,0.0,1.15,0.24,0.0,0.0,0.0,0.0,0.0,94.366,0.0,4.662,0.973,,,,
Tanzania,2000,TZA,34260142.0,39001698887.0,13.382,2.5,2.55,,86.4,,13.6,,86.4,0.0,0.0,2.13,0.0,0.07,0.0,0.27,0.03,0.03,0.0,0.0,85.2,0.0,2.8,0.0,390.587,,,
Tanzania,2001,TZA,35198303.0,42445346863.0,15.075,2.83,2.88,,94.7,,5.3,,94.7,0.0,0.0,2.64,0.0,0.09,0.0,0.06,0.04,0.04,0.0,0.0,93.286,0.0,3.18,0.0,428.278,,,
Tanzania,2002,TZA,36121301.0,46583070535.0,16.945,2.89,2.94,,95.502,,4.498,,95.502,0.0,0.0,2.72,0.0,0.1,0.0,0.03,0.04,0.04,0.0,0.0,94.118,0.0,3.46,0.0,469.116,,,
Tanzania,2003,TZA,37089555.0,50824600990.0,17.549,2.71,2.76,,95.941,,4.059,,95.941,0.0,0.0,2.55,0.0,0.07,0.0,0.04,0.05,0.05,0.0,0.0,94.096,0.0,2.583,0.0,473.165,,,
Tanzania,2004,TZA,38109666.0,55891196644.0,22.538,2.61,2.66,,78.927,,21.073,,78.927,0.0,0.0,2.01,0.0,0.09,0.41,0.05,0.05,0.05,0.0,0.0,77.011,0.0,3.448,15.709,591.402,,,
Tanzania,2005,TZA,39182083.0,61018758994.0,25.589,3.66,3.71,,50.0,,50.0,,50.0,0.0,0.0,1.78,0.0,0.04,1.15,0.64,0.05,0.05,0.0,0.0,48.634,0.0,1.093,31.421,653.087,,,
Tanzania,2006,TZA,40294900.0,65508013137.0,27.026,3.51,3.57,,42.735,,57.265,,42.735,0.0,0.0,1.44,0.0,0.02,1.3,0.69,0.06,0.06,0.0,0.0,41.026,0.0,0.57,37.037,670.711,,,
Tanzania,2007,TZA,41435508.0,72909539423.0,27.507,4.24,4.3,,60.849,,39.151,,60.849,0.0,0.0,2.52,0.0,0.04,1.14,0.48,0.06,0.06,0.0,0.0,59.434,0.0,0.943,26.887,663.848,,,
Tanzania,2008,TZA,42570728.0,78993514738.0,28.738,4.45,4.5,,60.899,,39.101,,60.899,0.0,0.0,2.65,0.0,0.02,1.39,0.33,0.06,0.06,0.0,0.0,59.551,0.0,0.449,31.236,675.053,,,
Tanzania,2009,TZA,43633975.0,85446168824.0,28.352,4.8,4.86,,56.25,,43.75,,56.25,0.0,0.0,2.64,0.0,0.0,1.99,0.11,0.06,0.06,0.0,0.0,55.0,0.0,0.0,41.458,649.775,,,
Tanzania,2010,TZA,44758491.0,93371216148.0,33.217,5.33,5.39,,52.158,,47.842,,52.158,0.01,0.0,2.7,0.0,0.0,2.35,0.2,0.07,0.07,0.188,0.0,50.657,0.0,0.0,44.09,742.13,,,
Tanzania,2011,TZA,46029371.0,103624510902.0,35.138,5.17,5.22,,40.039,,59.961,,40.039,0.01,0.0,1.99,0.0,0.0,2.61,0.49,0.07,0.07,0.193,0.0,38.491,0.0,0.0,50.484,763.384,,,
Tanzania,2012,TZA,47374261.0,108951852558.0,43.47,5.67,5.73,,32.451,,67.549,,32.451,0.01,0.0,1.77,0.0,0.0,2.98,0.85,0.06,0.06,0.176,0.0,31.217,0.0,0.0,52.557,917.588,,,
Tanzania,2013,TZA,48824134.0,116340969671.0,45.602,5.99,6.05,,30.05,,69.95,,30.05,0.01,0.0,1.72,0.0,0.0,2.91,1.28,0.07,0.07,0.167,0.0,28.715,0.0,0.0,48.581,934.002,,,
Tanzania,2014,TZA,50351506.0,124173043529.0,46.294,6.26,6.32,,42.652,,57.348,,42.652,0.02,0.0,2.59,0.0,0.0,2.63,0.96,0.06,0.06,0.319,0.0,41.374,0.0,0.0,42.013,919.426,,,
Tanzania,2015,TZA,52020958.0,131823350494.0,48.828,6.53,6.6,,33.538,,66.462,,33.538,0.02,0.0,2.11,0.0,0.0,2.86,1.48,0.06,0.06,0.306,0.0,32.312,0.0,0.0,43.798,938.619,,,
Tanzania,2016,TZA,53824012.0,140875654933.0,53.57,6.82,6.92,,36.217,,63.783,,36.217,0.03,0.0,2.37,0.0,0.0,4.1,0.25,0.07,0.07,0.44,0.0,34.751,0.0,0.0,60.117,995.273,,,
Tanzania,2017,TZA,55652888.0,150417154803.0,48.224,7.07,7.18,,34.795,,65.205,,34.795,0.04,0.0,2.35,0.0,0.0,4.32,0.29,0.07,0.07,0.566,0.0,33.239,0.0,0.0,61.103,866.516,,,
Tanzania,2018,TZA,57437134.0,160884699826.0,56.488,7.31,7.43,,31.737,,68.263,,31.737,0.03,0.0,2.23,0.0,0.0,4.87,0.12,0.06,0.06,0.41,0.0,30.506,0.0,0.0,66.621,983.479,,,
Tanzania,2019,TZA,59174889.0,172128919031.0,61.902,7.77,7.88,,33.205,,66.795,,33.205,0.03,0.0,2.48,0.0,0.0,5.11,0.08,0.07,0.07,0.386,0.0,31.918,0.0,0.0,65.766,1046.091,,,
Tanzania,2020,TZA,60972803.0,180418650860.0,59.435,7.83,7.94,,41.379,,58.621,,41.379,0.03,0.0,3.14,0.0,0.0,4.51,0.08,0.07,0.07,0.383,0.0,40.102,0.0,0.0,57.599,974.78,,,
Tanzania,2021,TZA,62830410.0,189343959556.0,67.336,8.65,8.79,,36.879,,63.121,,36.879,0.03,0.0,3.09,0.0,0.0,5.36,0.1,0.07,0.07,0.347,0.0,35.723,0.0,0.0,61.965,1071.708,,,
Tanzania,2022,TZA,64711822.0,198220407805.0,76.824,9.62,9.77,,30.353,,69.647,,30.353,0.03,0.0,2.82,0.0,0.0,6.68,0.02,0.07,0.07,0.312,0.0,29.314,0.0,0.0,69.439,1187.172,,,
Tanzania,2023,TZA,66617607.0,,79.88,10.57,10.76,,26.49,,73.51,,26.49,0.03,0.0,2.7,0.0,0.0,7.38,0.39,0.07,0.07,0.284,0.0,25.544,0.0,0.0,69.82,1199.085,,,
Tanzania,2024,TZA,68560162.0,,,8.84,9.03,,32.919,,67.081,,32.919,0.04,0.0,2.8,0.0,0.0,5.55,0.38,0.07,0.07,0.452,0.0,31.674,0.0,0.0,62.783,,,,
Thailand,2000,THA,63007815.0,579217712636.0,741.691,95.52,98.34,2.432,6.721,97.568,93.279,2.432,6.721,0.0,0.0,5.89,0.0,18.2,61.09,9.81,0.53,0.53,0.0,0.0,6.166,0.0,19.054,63.955,11771.415,285.864,11468.242,7.142
Thailand,2001,THA,63651137.0,596448007832.0,782.208,100.99,103.7,2.432,6.723,97.568,93.277,2.432,6.723,0.0,0.0,6.17,0.0,20.3,71.23,2.67,0.62,0.62,0.0,0.0,6.11,0.0,20.101,70.532,12288.995,298.457,11972.881,0.985
Thailand,2002,THA,64266433.0,630177413705.0,847.941,108.44,111.06,2.662,7.488,97.338,92.512,2.662,7.488,0.0,0.0,7.37,0.0,19.29,78.91,2.12,0.75,0.75,0.0,0.0,6.796,0.0,17.789,72.768,13194.149,350.644,12822.195,3.538
Thailand,2003,THA,64868164.0,672602585235.0,911.69,115.94,118.21,2.58,7.28,97.42,92.72,2.58,7.28,0.0,0.0,7.21,0.0,19.3,85.69,2.51,1.23,1.23,0.0,0.0,6.219,0.0,16.647,73.909,14054.511,362.117,13671.647,0.955
Thailand,2004,THA,65452049.0,712165919937.0,989.731,124.13,127.25,2.204,6.235,97.796,93.765,2.204,6.235,0.0,0.0,5.9,0.0,20.4,90.29,5.7,1.84,1.84,0.0,0.0,4.753,0.0,16.434,72.738,15121.47,332.936,14771.19,-1.699
Thailand,2005,THA,66017415.0,739238460898.0,1021.117,130.43,134.3,2.108,5.773,97.892,94.227,2.108,5.773,0.0,0.0,5.67,0.0,20.61,94.47,7.82,1.86,1.86,0.0,0.0,4.347,0.0,15.802,72.43,15467.393,325.626,15124.832,-0.294
Thailand,2006,THA,66567685.0,773067090714.0,1042.998,136.78,141.35,2.724,7.296,97.276,92.704,2.724,7.296,0.04,0.0,7.95,0.0,24.47,94.44,7.89,1.99,1.99,0.029,0.0,5.812,0.0,17.89,69.045,15668.239,426.257,15219.398,6.878
Thailand,2007,THA,67102388.0,811667437725.0,1078.653,142.53,146.27,2.832,7.311,97.168,92.689,2.832,7.311,0.04,0.0,7.96,0.0,30.88,98.24,2.99,2.42,2.42,0.028,0.0,5.585,0.0,21.666,68.926,16074.729,454.556,15597.729,2.127
Thailand,2008,THA,67619835.0,822020817321.0,1078.545,145.44,147.26,2.862,6.278,97.138,93.722,2.862,6.278,0.04,0.0,6.95,0.0,30.84,104.46,1.01,2.14,2.14,0.028,0.0,4.779,0.0,21.205,71.823,15950.123,455.979,15474.296,0.331
Thailand,2009,THA,68121077.0,812859746470.0,1108.913,145.9,147.05,2.98,6.347,97.02,93.653,2.98,6.347,0.04,0.0,6.97,0.0,29.81,106.34,0.49,2.25,2.25,0.027,0.0,4.777,0.0,20.432,72.886,16278.564,484.441,15774.619,2.167
Thailand,2010,THA,68579443.0,870109340511.0,1179.445,157.57,163.51,2.75,5.566,97.25,94.434,2.75,5.566,0.06,0.0,5.35,0.0,29.76,118.44,0.6,3.36,3.36,0.038,0.0,3.395,0.0,18.887,75.167,17198.229,472.55,16708.875,-0.593
Thailand,2011,THA,69007212.0,873642799890.0,1212.482,153.3,162.74,3.442,7.828,96.558,92.172,3.442,7.828,0.09,0.0,7.93,0.0,31.71,108.26,1.33,3.98,3.98,0.059,0.0,5.173,0.0,20.685,70.62,17570.367,603.914,16943.037,9.267
Thailand,2012,THA,69436091.0,936920832597.0,1292.871,168.96,177.58,3.781,8.079,96.219,91.921,3.781,8.079,0.5,0.02,8.43,0.0,34.58,119.37,1.36,4.7,4.7,0.296,0.012,4.989,0.0,20.466,70.65,18619.578,703.091,17890.738,7.145
Thailand,2013,THA,69845112.0,962095812070.0,1312.864,168.64,179.93,3.8,7.501,96.2,92.499,3.8,7.501,1.26,0.35,5.41,0.0,35.35,119.22,1.42,5.63,5.63,0.747,0.208,3.208,0.0,20.962,70.695,18796.785,713.509,18061.0,1.015
Thailand,2014,THA,70216362.0,971562808709.0,1357.17,173.76,183.95,4.24,8.178,95.76,91.822,4.24,8.178,1.93,0.4,5.16,0.0,37.57,120.31,1.67,6.72,6.72,1.111,0.23,2.97,0.0,21.622,69.239,19328.395,818.419,18485.998,7.631
Thailand,2015,THA,70540787.0,1002011619070.0,1377.446,177.83,189.98,4.202,7.766,95.798,92.234,4.202,7.766,2.38,0.33,3.76,0.0,34.58,128.52,0.92,7.34,7.34,1.338,0.186,2.114,0.0,19.446,72.271,19526.947,819.53,18685.648,0.344
Thailand,2016,THA,70859835.0,1036430730493.0,1405.572,179.82,198.21,4.617,8.937,95.383,91.063,4.617,8.937,3.55,0.38,3.54,0.0,37.11,126.15,0.49,8.6,8.6,1.974,0.211,1.969,0.0,20.637,70.153,19835.943,914.672,18895.766,7.003
Thailand,2017,THA,71160183.0,1079732734924.0,1432.683,176.73,200.05,5.318,11.107,94.682,88.893,5.318,11.107,4.54,1.11,4.69,0.0,35.73,121.04,0.33,9.29,9.29,2.569,0.628,2.654,0.0,20.217,68.489,20133.205,1068.898,19032.113,11.249
Thailand,2018,THA,71376081.0,1125329902301.0,1478.376,177.76,203.34,6.379,14.356,93.621,85.644,6.379,14.356,4.54,1.64,7.6,0.0,35.8,116.26,0.18,11.74,11.74,2.554,0.923,4.275,0.0,20.14,65.403,20712.488,1318.597,19352.322,18.053
Thailand,2019,THA,71522264.0,1149130685920.0,1479.745,186.51,209.17,6.951,14.862,93.049,85.138,6.951,14.862,5.15,3.67,6.31,0.0,35.83,121.84,1.12,12.59,12.59,2.761,1.968,3.383,0.0,19.211,65.326,20689.293,1434.843,19208.645,8.507
Thailand,2020,THA,71641484.0,1078332670656.0,1379.634,176.48,203.41,6.97,14.211,93.03,85.789,6.97,14.211,5.03,3.22,4.54,0.0,36.82,113.86,0.72,12.29,12.29,2.85,1.825,2.573,0.0,20.864,64.517,19257.477,1339.471,17878.428,-6.661
Thailand,2021,THA,71727338.0,1095187026392.0,1386.818,176.36,207.75,7.034,15.009,92.966,84.991,7.034,15.009,4.99,3.53,4.54,0.0,36.06,113.11,0.72,13.41,13.41,2.829,2.002,2.574,0.0,20.447,64.136,19334.578,1357.22,17936.838,1.388
Thailand,2022,THA,71735321.0,1124143758569.0,1387.88,180.37,213.78,7.248,15.79,92.752,84.21,7.248,15.79,5.03,2.99,6.6,0.0,35.52,114.64,1.73,13.86,13.86,2.789,1.658,3.659,0.0,19.693,63.558,19347.238,1399.12,17904.564,3.017
Thailand,2023,THA,71702436.0,,1388.184,190.48,221.03,7.608,15.624,92.392,84.376,7.608,15.624,5.14,3.74,6.59,0.0,30.43,129.4,0.89,14.29,14.29,2.698,1.963,3.46,0.0,15.975,67.934,19360.342,1469.342,17843.396,4.989
Thailand,2024,THA,71668010.0,,1420.819,199.52,231.93,7.403,14.841,92.597,85.159,7.403,14.841,5.43,3.38,6.41,0.0,33.26,136.37,0.28,14.39,14.39,2.722,1.694,3.213,0.0,16.67,68.349,19825.014,1464.25,18315.57,-0.416
Thailand,2025,THA,71619866.0,,,188.24,225.1,,16.575,,83.425,,16.575,9.98,3.41,7.62,,33.56,123.34,0.14,10.19,10.19,5.302,1.812,4.048,,17.828,65.523,,,,
Togo,2000,TGO,4783721.0,5742626906.0,4.498,0.18,0.56,,55.556,,44.444,,55.556,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,940.304,,,
Togo,2001,TGO,4904135.0,5728350754.0,4.013,0.13,0.55,,38.462,,61.538,,38.462,0.0,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,38.462,0.0,0.0,0.0,818.325,,,
Togo,2002,TGO,5027128.0,5709447507.0,4.391,0.16,0.59,,56.25,,43.75,,56.25,0.0,0.0,0.09,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,56.25,0.0,0.0,0.0,873.426,,,
Togo,2003,TGO,5154113.0,6045966479.0,5.445,0.18,0.64,,66.667,,33.333,,66.667,0.0,0.0,0.12,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,1056.531,,,
Togo,2004,TGO,5281320.0,6257433355.0,5.406,0.19,0.68,,42.105,,57.895,,42.105,0.0,0.0,0.08,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,42.105,0.0,0.0,0.0,1023.548,,,
Togo,2005,TGO,5413151.0,6399681696.0,5.273,0.19,0.7,,36.842,,63.158,,36.842,0.0,0.0,0.07,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,36.842,0.0,0.0,0.0,974.187,,,
Togo,2006,TGO,5569659.0,6714729819.0,4.597,0.22,0.72,,40.909,,59.091,,40.909,0.0,0.0,0.09,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,40.909,0.0,0.0,0.0,825.431,,,
Togo,2007,TGO,5748437.0,6923652593.0,5.577,0.19,0.7,,52.632,,47.368,,52.632,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.01,0.01,0.0,0.0,47.368,0.0,0.0,0.0,970.256,,,
Togo,2008,TGO,5936140.0,7155226201.0,6.696,0.13,0.8,,69.231,,30.769,,69.231,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,69.231,0.0,0.0,0.0,1128.026,,,
Togo,2009,TGO,6130944.0,7467517725.0,11.937,0.15,0.88,,73.333,,26.667,,73.333,0.0,0.0,0.11,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,73.333,0.0,0.0,0.0,1947.019,,,
Togo,2010,TGO,6325791.0,7846071439.0,11.395,0.22,0.93,,40.909,,59.091,,40.909,0.0,0.0,0.09,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,40.909,0.0,0.0,0.0,1801.382,,,
Togo,2011,TGO,6500577.0,8309244000.0,10.594,0.21,1.06,,47.619,,52.381,,47.619,0.0,0.0,0.1,0.0,0.0,0.03,0.08,0.0,0.0,0.0,0.0,47.619,0.0,0.0,14.286,1629.724,,,
Togo,2012,TGO,6653719.0,8791743000.0,9.56,0.32,1.28,,28.125,,71.875,,28.125,0.0,0.0,0.09,0.0,0.0,0.08,0.15,0.0,0.0,0.0,0.0,28.125,0.0,0.0,25.0,1436.722,,,
Togo,2013,TGO,6798851.0,9242968000.0,9.43,0.32,0.98,,12.5,,87.5,,12.5,0.0,0.0,0.04,0.0,0.0,0.07,0.21,0.0,0.0,0.0,0.0,12.5,0.0,0.0,21.875,1387.025,,,
Togo,2014,TGO,6937647.0,9806234000.0,8.74,0.35,1.82,,34.286,,65.714,,34.286,0.0,0.0,0.12,0.0,0.0,0.05,0.18,0.0,0.0,0.0,0.0,34.286,0.0,0.0,14.286,1259.841,,,
Togo,2015,TGO,7071500.0,10346240000.0,6.112,0.44,1.01,,13.636,,86.364,,13.636,0.0,0.0,0.06,0.0,0.0,0.18,0.2,0.0,0.0,0.0,0.0,13.636,0.0,0.0,40.909,864.3,,,
Togo,2016,TGO,7200883.0,10960546310.0,8.653,0.94,1.69,,21.277,,78.723,,21.277,0.0,0.0,0.2,0.0,0.0,0.03,0.71,0.0,0.0,0.0,0.0,21.277,0.0,0.0,3.191,1201.594,,,
Togo,2017,TGO,7324379.0,11420230383.0,8.161,0.81,1.55,,25.926,,74.074,,25.926,0.0,0.0,0.21,0.0,0.0,0.13,0.47,0.0,0.0,0.0,0.0,25.926,0.0,0.0,16.049,1114.258,,,
Togo,2018,TGO,7458205.0,11989462252.0,9.892,0.6,1.48,,35.0,,65.0,,35.0,0.01,0.0,0.2,0.0,0.0,0.21,0.18,0.0,0.0,1.667,0.0,33.333,0.0,0.0,35.0,1326.376,,,
Togo,2019,TGO,7619916.0,12579682405.0,9.48,0.61,1.45,,21.311,,78.689,,21.311,0.01,0.0,0.12,0.0,0.0,0.46,0.02,0.0,0.0,1.639,0.0,19.672,0.0,0.0,75.41,1244.081,,,
Togo,2020,TGO,7788058.0,12720130961.0,9.034,0.61,1.42,,14.754,,85.246,,14.754,0.01,0.0,0.08,0.0,0.0,0.46,0.06,0.0,0.0,1.639,0.0,13.115,0.0,0.0,75.41,1160.004,,,
Togo,2021,TGO,7936185.0,13482266787.0,11.069,0.71,1.51,,22.535,,77.465,,22.535,0.07,0.0,0.09,0.0,0.0,0.48,0.07,0.0,0.0,9.859,0.0,12.676,0.0,0.0,67.606,1394.713,,,
Togo,2022,TGO,8068616.0,14265660408.0,11.776,0.9,2.03,,20.0,,80.0,,20.0,0.1,0.0,0.08,0.0,0.0,0.65,0.07,0.0,0.0,11.111,0.0,8.889,0.0,0.0,72.222,1459.491,,,
Togo,2023,TGO,8223853.0,,12.373,0.71,2.25,,26.761,,73.239,,26.761,0.11,0.0,0.08,0.0,0.0,0.52,0.0,0.0,0.0,15.493,0.0,11.268,0.0,0.0,73.239,1504.563,,,
Togo,2024,TGO,8406554.0,,,0.71,2.21,,29.577,,70.423,,29.577,0.13,0.0,0.08,0.0,0.0,0.5,0.0,0.0,0.0,18.31,0.0,11.268,0.0,0.0,70.423,,,,
Tonga,2000,TON,102695.0,,0.438,0.04,0.04,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4266.688,,,
Tonga,2001,TON,103305.0,,0.395,0.04,0.04,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3820.294,,,
Tonga,2002,TON,103888.0,,0.428,0.04,0.04,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4119.104,,,
Tonga,2003,TON,104481.0,,0.527,0.04,0.04,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5046.336,,,
Tonga,2004,TON,105088.0,,0.488,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4646.535,,,
Tonga,2005,TON,105684.0,,0.52,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4920.173,,,
Tonga,2006,TON,106266.0,,0.585,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5504.125,,,
Tonga,2007,TON,106744.0,,0.501,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4691.077,,,
Tonga,2008,TON,107036.0,,0.541,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5052.053,,,
Tonga,2009,TON,107219.0,,0.587,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5474.113,,,
Tonga,2010,TON,107415.0,,0.534,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4973.296,,,
Tonga,2011,TON,107584.0,,0.506,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4698.859,,,
Tonga,2012,TON,107476.0,,0.513,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4776.945,,,
Tonga,2013,TON,107093.0,,0.5,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4671.367,,,
Tonga,2014,TON,106627.0,,0.542,0.05,0.05,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5078.453,,,
